domain,path,mean_luma,std_luma,mean_saturation,std_saturation,mean_gradient,p95_gradient,mean_dark_channel,low_energy,mid_energy,high_energy
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-219.jpg,0.3374960422515869,0.30933138728141785,0.04813224449753761,0.08138380944728851,0.030498918145895004,0.14884053170681,0.25213301181793213,0.9895697236061096,0.008241972886025906,0.0021881312131881714
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-835.jpg,0.37960493564605713,0.326903760433197,0.13059692084789276,0.16691365838050842,0.04730958491563797,0.2069021612405777,0.25258132815361023,0.9830737709999084,0.013633017428219318,0.0032931927125900984
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-391.jpg,0.3777640163898468,0.34560444951057434,0.04077520594000816,0.05991450697183609,0.055159877985715866,0.2206525355577469,0.23240679502487183,0.9850274920463562,0.009959162212908268,0.005013319198042154
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-859.jpg,0.17129604518413544,0.19068782031536102,0.48569780588150024,0.3234853446483612,0.05171497166156769,0.2480555772781372,0.02863365411758423,0.9657899737358093,0.031119799241423607,0.003090339247137308
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-435.jpg,0.3499644994735718,0.2774116098880768,0.01810414344072342,0.038600921630859375,0.01829400844871998,0.04885304346680641,0.2964171767234802,0.9921971559524536,0.006139539182186127,0.001663257135078311
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-481.jpg,0.2141014188528061,0.2794693112373352,0.013515896163880825,0.027685804292559624,0.023223087191581726,0.09761059284210205,0.1658077836036682,0.990998387336731,0.006961303763091564,0.0020402499940246344
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-014.jpg,0.21489818394184113,0.23149557411670685,0.303497314453125,0.2976081669330597,0.03013499826192856,0.1420489251613617,0.09454499930143356,0.9858028888702393,0.011918746866285801,0.0022785381879657507
DAWN_Rain,G:\My Drive\ComputerVision\data\DAWN\Rain\rain_storm-003.jpg,0.4050733745098114,0.385076642036438,0.10526556521654129,0.09962639212608337,0.013423474505543709,0.02127704955637455,0.3296443521976471,0.9943621158599854,0.004303804133087397,0.001334054977633059
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\restored\norain-143.png,0.29296761751174927,0.30062374472618103,0.26093924045562744,0.25748926401138306,0.06810972094535828,0.2457783818244934,0.09604761004447937,0.9718325138092041,0.02289084531366825,0.005276568233966827
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\input\norain-184.png,0.277250736951828,0.21323706209659576,0.37284016609191895,0.27013498544692993,0.052178822457790375,0.19069911539554596,0.08841478824615479,0.9813967943191528,0.015446152538061142,0.0031571027357131243
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\input\norain-61.png,0.21891365945339203,0.2115195393562317,0.22192174196243286,0.2669880986213684,0.0824165940284729,0.28446701169013977,0.04786159098148346,0.9322611093521118,0.052892763167619705,0.014846200123429298
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\input\norain-67.png,0.3109892010688782,0.31934788823127747,0.12992194294929504,0.12073676288127899,0.04899056255817413,0.21386775374412537,0.19254186749458313,0.9786628484725952,0.01719137467443943,0.0041458578780293465
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\restored\norain-140.png,0.3235529363155365,0.31558361649513245,0.15829768776893616,0.16110189259052277,0.06664100289344788,0.2880159616470337,0.1379096508026123,0.9679123163223267,0.0256101805716753,0.006477415096014738
Rain100L,G:\My Drive\ComputerVision\data\Rain100L\restored\norain-124.png,0.1642093062400818,0.15545637905597687,0.40518060326576233,0.33393844962120056,0.08806034922599792,0.33058467507362366,0.006266568787395954,0.894637405872345,0.07657548040151596,0.02878732979297638
