domain,path,mean_luma,std_luma,mean_saturation,std_saturation,mean_gradient,p95_gradient,mean_dark_channel,low_energy,mid_energy,high_energy
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-061.jpg,0.46716439723968506,0.38902419805526733,0.028439989313483238,0.05016820505261421,0.0743853747844696,0.3232322633266449,0.2658197581768036,0.9759164452552795,0.01746695674955845,0.006616688333451748
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-095.jpg,0.3194432258605957,0.24968405067920685,0.2995392084121704,0.24190892279148102,0.05809398368000984,0.234508216381073,0.16104340553283691,0.9866819381713867,0.010774475522339344,0.002543548122048378
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-006.jpg,0.5034236907958984,0.372094988822937,0.09109315276145935,0.06697563081979752,0.022268572822213173,0.06097199022769928,0.4127764403820038,0.9926486015319824,0.005732610821723938,0.0016187985893338919
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-014.jpg,0.3797488808631897,0.3526993691921234,0.014607108198106289,0.024134350940585136,0.03156353905797005,0.15836122632026672,0.2886738181114197,0.9893726706504822,0.008838004432618618,0.0017893854528665543
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-050.jpg,0.4478881061077118,0.3898684084415436,0.021788833662867546,0.03577618673443794,0.041536975651979446,0.16597573459148407,0.32378652691841125,0.9885662198066711,0.00888561736792326,0.0025481125339865685
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-275.jpg,0.30536195635795593,0.2860269248485565,0.058331266045570374,0.10328434407711029,0.09320303052663803,0.4310237765312195,0.09336047619581223,0.9514846801757812,0.04169205576181412,0.00682328175753355
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-347.jpg,0.5235192775726318,0.3138909637928009,0.09208402037620544,0.07888579368591309,0.07419867813587189,0.3166899085044861,0.34531572461128235,0.9821849465370178,0.01404914166778326,0.0037659993395209312
DAWN_Snow,G:\My Drive\ComputerVision\data\DAWN\Snow\snow_storm-213.jpg,0.24231815338134766,0.2678077816963196,0.20128262042999268,0.22941333055496216,0.045807287096977234,0.19908413290977478,0.09247410297393799,0.9815723896026611,0.013858012855052948,0.004569686483591795
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\input\winter_park_12097.jpg,0.349240779876709,0.2993154227733612,0.13861358165740967,0.1443212330341339,0.06589844822883606,0.2855941951274872,0.1737557202577591,0.97076815366745,0.025238964706659317,0.003992865327745676
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\input\city_read_06291.jpg,0.301618754863739,0.2736697196960449,0.11869046092033386,0.12465057522058487,0.08091774582862854,0.2932034730911255,0.1238275095820427,0.9639676809310913,0.029929472133517265,0.00610267324373126
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\winter_building_02497.png,0.3532296419143677,0.28864580392837524,0.37023821473121643,0.34117481112480164,0.05848368629813194,0.40077242255210876,0.10652109235525131,0.9578630328178406,0.03271935135126114,0.009417661465704441
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\winter_building_01174.png,0.3522466719150543,0.25010281801223755,0.17842219769954681,0.18642929196357727,0.03744591772556305,0.13560067117214203,0.21871069073677063,0.9906059503555298,0.006917447317391634,0.0024766982533037663
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\parking_lot_11158.png,0.2811591625213623,0.2599743902683258,0.24877595901489258,0.19046135246753693,0.0352446511387825,0.13183477520942688,0.18102015554904938,0.9916161894798279,0.006770104635506868,0.0016136802732944489
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\parking_lot_13876.png,0.31047970056533813,0.2810307741165161,0.08486972004175186,0.09065068513154984,0.04947444051504135,0.23508989810943604,0.20067201554775238,0.9809038043022156,0.015219313092529774,0.003876984817907214
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\sidewalk winter -grayscale -gray_02845.png,0.2752249836921692,0.2897610068321228,0.1294068843126297,0.2117270827293396,0.058440107852220535,0.29280057549476624,0.0955507680773735,0.9613876342773438,0.03168310970067978,0.006929072551429272
Snow100K,G:\My Drive\ComputerVision\data\Snow100K\restored\winter__street_02895.png,0.20921674370765686,0.3044087886810303,0.16390138864517212,0.17676904797554016,0.062191206961870193,0.3072093427181244,0.07803285121917725,0.9628880023956299,0.02927323244512081,0.007838776335120201
